,object_number,acquisition.method,title,description,institution.name,creator,creator.role,production.place,production.period,production.date.start,production.date.end,material,material.part,technique,technique.part,dimension.notes,dimension.unit,dimension.part,dimension.precision,dimension.type,dimension.free,dimension.value,acquisition.date,acquisition.method
12118,N.01615,bruikleen,"Erepenning van J. Dellafaille aan de Sint-Antoniusgilde, 1808","De penning bestaat uit een effen rond plaatje, gevat in een volle ring die versierd is met een parelcirkel en een concave boord versierd met streepjes, en die als volgt is ingegraveerd :
Centraal bovenop twee lauriertakken, twee gekruiste geweren met erboven een lauwerkrans met twee linten en met onder de krans een sikkelvormig bordje met het opschrift, DELLAFAILLE en onder de geweren een gelijkaardig bordje met, C. VILAIN / XIIII ; aan het bovenste bordje hangen langs beide zijden drie ovalen medaillons met de opschriften, links, POEL-/-MAN en PL en FM rechts, CHEY-/ MAN en B en PR en rondom bovenaan staat, SE QUOQUE PRINCIPIBUS PERMIXTUM AGNOVIT. V. Æ. en onderaan op de afsnede, gescheiden van de afbeelding door een dubbele lijn, III OCTOB. / MDCCCVII. 	
Op de keerzijde enkel de tekst, JOS. DELLAFAILLE, / QUOD, PRAETOR GANDAV. / IN LUDIS PUBLICIS / PRINCEPS PALM. RETULIT, / HOC SOCIIS D. ANTONÎ / PERP. MUNIFICENTIAE MON. / GRATUS  D. D. / XV. AUG. MDCCCVIII. 
Bovenaan een lus waar op de voorzijde een teken is ingeslagen (een bladertakje) en op de rand  staat in wit het inventarisnummer (1615).

In 1808 was Graaf Dellafaille, voorzitter van de Academie en burgemeester van de stad Gent. In deze hoedanigheid was hij aanwezig op de publieke oefeningen van de Busschieters van Sint-Antonius. Hij loste een ereschot met een wapen dat hem was aangereikt en dat hem dus niet bekend was. Hij schoot hierbij de hoofdvogel af en werd tot koning van de Gilde uitgeroepen. Om dit feit te vereeuwigen werd gevraagd aan Tiberghien een gouden medaille te ontwerpen.
Op deze penning staan op de voorzijde, naast de wapens van de Busschieters, schilden met de namen van een aantal koningen en een vers uit Virgilius.",STAM (Gent),"Tiberghien, Pierre-Joseph-Jacques",ontwerper,Gent,19de eeuw,1808,1825,goud,,gegraveerd,,,mm,,,diameter,,47.3,1883,bruikleen
12120,N.01624,bruikleen,"Erepenning van de boogschutters aan  C. Heyman voor zijn overwinning in de publieke spelen bij de Busschieters, met randschrift aan Dellafaille, 1807

","De penning bestaat uit een plaatje,  gevat in een dunne volle ring die versierd is met een parelcirkel en cirkel samengesteld uit streepje, en als volgt is ingegraveerd :
Centraal twee ineengestrengelde handen binnen een wolk en omgeven door een slang die in haar eigen staart bijt en dit alles staat bovenop een gekruist vuurwapen, een boog, een pijl en een wapenstok, en is omgeven door een krans van twee lauriertakken die onderaan samen gestrikt zijn en met bovenaan een ovalen kring van 9 sterren omgeven door stralen en rondom bovenaan, NULLA DIES PACEM HANC NEC FŒDERA RUMPET.en onderaan, op een afsnede gescheiden van de uitbeelding door drie horizontale lijnen, GAND. / MDCCCVII.
Op de keerzijde staat de tekst, LA CONFR° DE L’ARC / HONORÉE DANS LA PERSONNE / DE SON COM° RE C. HEYMAN, / PROCL °  LE XVI AOUT, VAINQUEUR / DANS LES JEUX PUBL°  DE L’ARQUEB°  / REND À LA CONFR°  DE S°  ANT°  / CE GAGE D’UNION / ET D’AMITIE.	

Het draagoog bovenaan is voorzien van een goudmerk en een makersteken (T).
Rondom op de rand ingegraveerd, M. IOS. DELLAFAILLE, MAIRE DE GAND, OFF. DE LA LÉG. D’HONN. TRÉS. DE LA 3E. COH. ABATTIT LE GRAND OISEAU.

Het randschrift van deze penning verwijst naar het afschieten van de hoofdvogel door Graaf Dellafaille in 1808 waarvoor tevens een gouden penning werd gemaakt (zie inv. N.01615). Het randschrift zou dus mogelijks later zijn aangebracht op deze penning. Een andere mogelijkheid is dat deze erepenning voor de overwinning van Heyman ook pas in 1808 is gemaakt.
",STAM (Gent),"Tiberghien, Pierre-Joseph-Jacques",ontwerper,Gent,19de eeuw,1807,1810,goud,,gegraveerd,,,mm,,,diameter,,47.6,1883,bruikleen
12126,A2015.31,gift,Koninklijke handboogmaatschappij Willem Tell Gent,"Plat bord met opgedrukt decor en opschrift. Het prijsbord heeft namelijk centraal in een renaissance lijst een gedeeld  wapenschild met in het bovenste deel het wapen van de stad Gent, een geklauwde en getongde zilveren leeuw met halsband op zwart veld, en daaronder een grote vis met kleine is op een blauw veld. Boven de renaissance lijst bevindt zich een gravenkroon. Boven en onder de voorstelling is een bandrol met opschrift aangebracht. Het geheel geplaatst onder een koninklijke kroon. Rechts onderaan de voorstelling is de signatuur van de ontwerper en datum 1938.
Prijsbord met gouden en zwarte bies op de rand.
Deze maatschappij heeft jarenlang een schutterstoren gehad aan het Sint-Pietersstation. De toren werd pas afgebroken toen de werkzaamheden aan het station opgestart zijn.",STAM (Gent),"Rooms, Wilfried",ontwerper,Gent,20ste eeuw,1938,1938,porselein,bord,gedrukt,decoratie,,cm,geheel,,diameter,,24.5,2015-09-02,gift
12286,A2004.01.013,aankoop,Bord van de Sint-Jorisgilde gent,"Decor, wit met blauwe versiering. In het plat: embleem van de gilde en opschrift: DRIE ZUSTERSTEDEN GENT 1980. in de rand S J en G
Achteraan label met volgend opschrift:  beperkte heruitgave van het bord dat in 1937 door kunstglazenier Hendrik Coppejans, toen onderdeken van de Sint-Jorisgilde, werd ontworpen. Het diende tot 1948 als model voor het gildeservies. het Kruisboogtornooi van de Drie Zustersteden had plaats te Gent 8 juni 1980.
Vergelijk  inv. Nr. 2004-1-11",STAM (Gent),"Coppejans, Hendrik",ontwerper,Gent,20ste eeuw,1980,1980,porselein,,,,,cm,,,diameter,,23.9,2003,aankoop
12414,A2016.03,aankoop,"Prijspenning schilderkunst Academie Gent aan C. Cels, 1802","Op de voorzijde staat rechts in het veld een korte en dikke palmboom, in een met struiken en gras begroeid landschap en het bekroond schilderij is schuin tegen deze boom geplaatst terwijl een engel vanaf links komt aangevlogen en een gesloten lauwerkrans boven de kruin van de boom houdt en rondom staat de tekst, PRIX – DE PEINTURE . en in de afsnede, onder een dubbele lijn, VI THERM: AN X. en daaronder drie stempels, één van de maker zijnde in een ruit een T met erboven een passer; een tweede zijnde de keuring van het bureel van Gent (17) met het hoofd van een man met ernaast links een 1 en rechts een 7 en , de derde stempel is een haan als aanduiding van het gehalte.	
Op de keerzijde staat de tekst, L’ ACADEMIE / DE / GAND / À C:CELS DE LIERE / PEINTRE.

In 1792 werd door de Academie de eerste speciale wedstrijd voor alle levende kunstenaars van het land georganiseerd. 
Door de moeilijke politieke situatie in deze periode gingen de salons onregelmatig door. Later zouden ze om de drie jaar plaatsvinden, om beurten door de Academies van Antwerpen, Brussel en Gent, en werden daarom de driejaarlijkse salons genoemd.
Voor het Salon van 1802 werden drie prijzen uitgeloofd: een gouden medaille met een waarde van dertig dukaten aan de winnaar van de wedstrijd voor schilderkunst en een zilveren penning voor de winnaars van de wedstrijden voor beeldhouwkunst en architectuur. Deze drie stukken werden gegraveerd door Tiberghien en behoren tot de mooiste uit zijn oeuvre.
De winnaar van de gouden medaille voor schilderkunst was Corneille Cels, die zich op het moment van de prijsuitreiking te Rome bevond. Hij ontving zijn penning via een tussenpersoon op 18 maart 1802. Tot voor kort was enkel het ontwerp bewaard gebleven, tot nu…
Ferdinand Bral, de laureaat voor de architectuur, ontving zijn eremetaal op 23 juli 1802 in het stadhuis van Gent. Zowel de penning als het ontwerp ervan zijn bewaard gebleven. De penning bevind zich in de verzameling van het Penningkabinet van de Koninklijke Bibliotheek te Brussel.
De wedstrijd voor beeldhouwkunst werd gewonnen door Jean-Robert Colloigne (Brugge, 1775 – Antwerpen, 1830) met een marmeren buste van Jan van Eyck. Van deze medaille is noch het ontwerp, noch het stuk tot nu toe teruggevonden.


",STAM (Gent),"Tiberghien, Pierre-Joseph-Jacques",ontwerper,Gent,19de eeuw,1802,1802,goud,,gegraveerd,,,mm,,,diameter,,67.3,2016-02-24,aankoop
12417,02216.2-2,gift,Portret van Hermann Van Duyse,Bronzen exemplaar,STAM (Gent),"Van Den Bossche, Dominique",ontwerper,Gent,,,,brons,,Gegoten,,,cm,,,hoogte,,65.5,1948,gift
14113,N.00010.2-4,aanwinst,"Herdenkingsfeesten Lieven Bauwens, 1922","De penning draagt aan de voorzijde de voorstelling van de Gentse maagd (type Lemaire); ze zit lichtjes schuin met rechts van haar de leeuw met zijn voorpoten op haar rechterbeen; in haar rechterhand een vlag met het opschrift S.P.Q.G. ; haar linkerarm rust op een groot schild met een leeuw; ze heeft lange haren en draagt een kroon; haar gewaad met korte gepofte mouwen hangt tot over haar voeten; naast het schild op de grond staan een wereldbol, boeken en een lauwerkrans; op de achtergrond staat een afsluiting en in de verte ziet men de Gentse torens en schouwen.
Aan de keerzijde staat: STAD GENT / -- . -- / HERDENKINGSFEESTEN / LIEVEN BAUWENS / FÊTES COMMÉMORATIVES / ---- / 23 – 7 – I922 /  -- . -- / VILLE DE GAND ; de eerste en de laatste regel volgen de boord.
Van deze ronde bronzen penning met draagoog in de vorm van een driehoek met een ringetje, 27,5 mm Ø zijn 4 exemplaren aanwezig in de collelctie

De honderdste verjaardag van het overlijden van Lieven Bauwens werd herdacht op zondag 23 juli 1922, de sluitingsdag van de gemeentefeesten. Een bijzondere commissie, bestaande uit afgevaardigden van de Handelskamer, de Dekenbond en de patronale en werkerssyndikaten van de weefnijverheid, was met de organisatie van de plechtigheid belast.
In de nabijheid van het standbeeld van Bauwens waren twee tribunes geplaatst: de ene voor de klein-neven en achterklein-neven van de gevierde en de andere voor de prominenten, waaronder gouverneur de Kerckhove de Denterghem, burgemeester A. Van der Stegen, bisschop Seghers en vertegenwoordigers van de Kamer en het leger. Om 9u30. namen de gasten plaats op de tribunes en belichtte Emiel Mees, gewezen voorzitter van de Kamer van Koophandel en vervanger van de Smet de Naeyer, de betekenis van Bauwens voor de Gentse katoennijverheid. Nadien schetste burgemeester Van der Stegen diens verdiensten voor de stad, onder meer. als burgervader. De plechtigheid werd opgeluisterd door Thebaanse trompetten die vanop het Gerard Duivelsteen gekende Vlaamse liederen ten gehore brachten.
Ondertussen trok een indrukwekkende stoet van op de Vrijdagmarkt door gans de stad en kwam rond halftwaalf, bij het beëindigen van de toespraken, op het Bauwensplein toe.
De aanwezige familieleden en prominenten ontvingen een herinneringsmedaille, die tijdens de plechtigheid werd overhandigd. Het was slechts een klein hangertje met een reeds lang bestaande standaardvoorzijde. Vermits de keerzijde alleen uit tekst bestaat moest dus geen kunstenaar ingeschakeld worden.
",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,20ste eeuw,1922,1922,brons,geheel,geslagen,,,mm,penning,,diameter,,27.5,,aanwinst
14114,N.00010.3-4,aanwinst,"Herdenkingsfeesten Lieven Bauwens, 1922","De penning draagt aan de voorzijde de voorstelling van de Gentse maagd (type Lemaire); ze zit lichtjes schuin met rechts van haar de leeuw met zijn voorpoten op haar rechterbeen; in haar rechterhand een vlag met het opschrift S.P.Q.G. ; haar linkerarm rust op een groot schild met een leeuw; ze heeft lange haren en draagt een kroon; haar gewaad met korte gepofte mouwen hangt tot over haar voeten; naast het schild op de grond staan een wereldbol, boeken en een lauwerkrans; op de achtergrond staat een afsluiting en in de verte ziet men de Gentse torens en schouwen.
Aan de keerzijde staat: STAD GENT / -- . -- / HERDENKINGSFEESTEN / LIEVEN BAUWENS / FÊTES COMMÉMORATIVES / ---- / 23 – 7 – I922 /  -- . -- / VILLE DE GAND ; de eerste en de laatste regel volgen de boord.
Van deze ronde bronzen penning met draagoog in de vorm van een driehoek met een ringetje, 27,5 mm Ø zijn 4 exemplaren aanwezig in de collelctie

De honderdste verjaardag van het overlijden van Lieven Bauwens werd herdacht op zondag 23 juli 1922, de sluitingsdag van de gemeentefeesten. Een bijzondere commissie, bestaande uit afgevaardigden van de Handelskamer, de Dekenbond en de patronale en werkerssyndikaten van de weefnijverheid, was met de organisatie van de plechtigheid belast.
In de nabijheid van het standbeeld van Bauwens waren twee tribunes geplaatst: de ene voor de klein-neven en achterklein-neven van de gevierde en de andere voor de prominenten, waaronder gouverneur de Kerckhove de Denterghem, burgemeester A. Van der Stegen, bisschop Seghers en vertegenwoordigers van de Kamer en het leger. Om 9u30. namen de gasten plaats op de tribunes en belichtte Emiel Mees, gewezen voorzitter van de Kamer van Koophandel en vervanger van de Smet de Naeyer, de betekenis van Bauwens voor de Gentse katoennijverheid. Nadien schetste burgemeester Van der Stegen diens verdiensten voor de stad, onder meer. als burgervader. De plechtigheid werd opgeluisterd door Thebaanse trompetten die vanop het Gerard Duivelsteen gekende Vlaamse liederen ten gehore brachten.
Ondertussen trok een indrukwekkende stoet van op de Vrijdagmarkt door gans de stad en kwam rond halftwaalf, bij het beëindigen van de toespraken, op het Bauwensplein toe.
De aanwezige familieleden en prominenten ontvingen een herinneringsmedaille, die tijdens de plechtigheid werd overhandigd. Het was slechts een klein hangertje met een reeds lang bestaande standaardvoorzijde. Vermits de keerzijde alleen uit tekst bestaat moest dus geen kunstenaar ingeschakeld worden.
",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,20ste eeuw,1922,1922,brons,geheel,geslagen,,,mm,penning,,diameter,,27.5,,aanwinst
14115,N.00010.4-4,aanwinst,"Herdenkingsfeesten Lieven Bauwens, 1922","De penning draagt aan de voorzijde de voorstelling van de Gentse maagd (type Lemaire); ze zit lichtjes schuin met rechts van haar de leeuw met zijn voorpoten op haar rechterbeen; in haar rechterhand een vlag met het opschrift S.P.Q.G. ; haar linkerarm rust op een groot schild met een leeuw; ze heeft lange haren en draagt een kroon; haar gewaad met korte gepofte mouwen hangt tot over haar voeten; naast het schild op de grond staan een wereldbol, boeken en een lauwerkrans; op de achtergrond staat een afsluiting en in de verte ziet men de Gentse torens en schouwen.
Aan de keerzijde staat: STAD GENT / -- . -- / HERDENKINGSFEESTEN / LIEVEN BAUWENS / FÊTES COMMÉMORATIVES / ---- / 23 – 7 – I922 /  -- . -- / VILLE DE GAND ; de eerste en de laatste regel volgen de boord.
Van deze ronde bronzen penning met draagoog in de vorm van een driehoek met een ringetje, 27,5 mm Ø zijn 4 exemplaren aanwezig in de collelctie

De honderdste verjaardag van het overlijden van Lieven Bauwens werd herdacht op zondag 23 juli 1922, de sluitingsdag van de gemeentefeesten. Een bijzondere commissie, bestaande uit afgevaardigden van de Handelskamer, de Dekenbond en de patronale en werkerssyndikaten van de weefnijverheid, was met de organisatie van de plechtigheid belast.
In de nabijheid van het standbeeld van Bauwens waren twee tribunes geplaatst: de ene voor de klein-neven en achterklein-neven van de gevierde en de andere voor de prominenten, waaronder gouverneur de Kerckhove de Denterghem, burgemeester A. Van der Stegen, bisschop Seghers en vertegenwoordigers van de Kamer en het leger. Om 9u30. namen de gasten plaats op de tribunes en belichtte Emiel Mees, gewezen voorzitter van de Kamer van Koophandel en vervanger van de Smet de Naeyer, de betekenis van Bauwens voor de Gentse katoennijverheid. Nadien schetste burgemeester Van der Stegen diens verdiensten voor de stad, onder meer. als burgervader. De plechtigheid werd opgeluisterd door Thebaanse trompetten die vanop het Gerard Duivelsteen gekende Vlaamse liederen ten gehore brachten.
Ondertussen trok een indrukwekkende stoet van op de Vrijdagmarkt door gans de stad en kwam rond halftwaalf, bij het beëindigen van de toespraken, op het Bauwensplein toe.
De aanwezige familieleden en prominenten ontvingen een herinneringsmedaille, die tijdens de plechtigheid werd overhandigd. Het was slechts een klein hangertje met een reeds lang bestaande standaardvoorzijde. Vermits de keerzijde alleen uit tekst bestaat moest dus geen kunstenaar ingeschakeld worden.
",STAM (Gent),"Lemaire, Victor",ontwerper,Gent,20ste eeuw,1922,1922,brons,geheel,geslagen,,,mm,penning,,diameter,,27.5,,aanwinst
15197,A2019.07.03,schenking,Gedenkpenning 'Gent 1914-1918 Gand De stad Gent uit erkantelijkheid aan Mr. E. Varlez',,STAM (Gent),"Verbanck, Geo",ontwerper,Gent,,1918,1918,brons,,,,,mm,,,hoogte,,66,2019-02-18,schenking
16326,A2015.29.0-5,opdracht,"3D-print van de Sint-Michielskerktoren naar het ontwerp van Lieven Cruyl, 2014","De 3D uitwerking op basis van de ontwerptekening van Lieven Cruyl gebeurde door Jeroen Van Omme van Mindscape3D, Zwijnaardsesteenweg 126, 9000 Gent.
Het is geprint door Shapeways BV, Kanaaldijk-Zuid 3A, 5613LE Eindhoven, Nederland en dit 
naar aanleiding van de tentoonstelling 'Maquettes. Verbeelding op schaal', die van 14 november 2014 tot 26 april 2015 in het STAM werd georganiseerd.
",STAM (Gent),"Van Omme, Jeroen",ontwerper,Gent,21ste eeuw,2014,2014,plastic,geheel,geprint,,,cm,geheel,,hoogte,,,2014,opdracht
17764,14803.1-4,,Afgietsel van De Maagd van Gent op de klok van het Gentse Belfort,,STAM (Gent),"Pick, Gery",ontwerper,Gent,20ste eeuw,1900,1965,gips,geheel,,,,cm,geheel,,hoogte,,22,,
17765,14803.2-4,,Afgietsel van het wapen van Filips IV op een klok van het Gentse Belfort,,STAM (Gent),"Pick, Gery",ontwerper,Gent,20ste eeuw,1900,1965,gips,geheel,,,,cm,geheel,,hoogte,,20.9,,
